ds,subject,ses,task,n_num
ds000030,sub-50032,,taskswitch,1
ds000030,sub-50032,,bht,1
ds000030,sub-50032,,pamenc,1
ds000030,sub-50032,,stopsignal,1
ds000030,sub-50032,,scap,1
ds000030,sub-50032,,pamret,1
ds000030,sub-50033,,taskswitch,1
ds000030,sub-50033,,pamret,1
ds000030,sub-50033,,pamenc,1
ds000030,sub-50033,,stopsignal,1
ds000030,sub-50033,,scap,1
ds000030,sub-50033,,rest,1
ds000030,sub-50033,,bht,1
ds000030,sub-50033,,bart,1
ds000030,sub-50034,,stopsignal,1
ds000030,sub-50034,,bht,1
ds000030,sub-50034,,bart,1
ds000030,sub-50034,,pamenc,1
ds000030,sub-50034,,scap,1
ds000030,sub-50034,,rest,1
ds000030,sub-50034,,taskswitch,1
ds000030,sub-50034,,pamret,1
ds000030,sub-50035,,bart,1
ds000030,sub-50035,,pamenc,1
ds000030,sub-50035,,bht,1
ds000030,sub-50035,,stopsignal,1
ds000030,sub-50035,,scap,1
ds000030,sub-50035,,taskswitch,1
ds000030,sub-50035,,pamret,1
ds000030,sub-50035,,rest,1
ds000030,sub-50036,,taskswitch,1
ds000030,sub-50036,,bht,1
ds000030,sub-50036,,rest,1
ds000030,sub-50036,,pamenc,1
ds000030,sub-50036,,scap,1
ds000030,sub-50036,,pamret,1
ds000030,sub-50036,,stopsignal,1
ds000030,sub-50036,,bart,1
ds000030,sub-50038,,rest,1
ds000030,sub-50038,,scap,1
ds000030,sub-50038,,stopsignal,1
ds000030,sub-50038,,bht,1
ds000030,sub-50038,,bart,1
ds000030,sub-50038,,taskswitch,1
ds000030,sub-50038,,pamret,1
ds000030,sub-50038,,pamenc,1
ds000030,sub-50043,,bht,1
ds000030,sub-50043,,stopsignal,1
ds000030,sub-50043,,scap,1
ds000030,sub-50043,,taskswitch,1
ds000030,sub-50043,,rest,1
ds000030,sub-50043,,pamret,1
ds000030,sub-50043,,bart,1
ds000030,sub-50043,,pamenc,1
ds000030,sub-50047,,rest,1
ds000030,sub-50047,,bart,1
ds000030,sub-50047,,pamenc,1
ds000030,sub-50047,,pamret,1
ds000030,sub-50047,,scap,1
ds000030,sub-50047,,bht,1
ds000030,sub-50047,,taskswitch,1
ds000030,sub-50047,,stopsignal,1
ds000030,sub-50048,,taskswitch,1
ds000030,sub-50048,,scap,1
ds000030,sub-50048,,bht,1
ds000030,sub-50048,,stopsignal,1
ds000030,sub-50048,,bart,1
ds000030,sub-50048,,pamret,1
ds000030,sub-50048,,pamenc,1
ds000030,sub-50048,,rest,1
ds000030,sub-50049,,pamenc,1
ds000030,sub-50049,,rest,1
ds000030,sub-50049,,scap,1
ds000030,sub-50049,,pamret,1
ds000030,sub-50049,,bart,1
ds000030,sub-50049,,bht,1
ds000030,sub-50049,,stopsignal,1
ds000030,sub-50049,,taskswitch,1
ds000030,sub-50050,,rest,1
ds000030,sub-50050,,stopsignal,1
ds000030,sub-50050,,bart,1
ds000030,sub-50050,,pamenc,1
ds000030,sub-50050,,bht,1
ds000030,sub-50050,,scap,1
ds000030,sub-50050,,taskswitch,1
ds000030,sub-50050,,pamret,1
ds000030,sub-50051,,bht,1
ds000030,sub-50051,,taskswitch,1
ds000030,sub-50051,,rest,1
ds000030,sub-50051,,scap,1
ds000030,sub-50051,,pamret,1
ds000030,sub-50051,,pamenc,1
ds000030,sub-50051,,bart,1
ds000030,sub-50051,,stopsignal,1
ds000030,sub-50052,,pamenc,1
ds000030,sub-50052,,scap,1
ds000030,sub-50052,,pamret,1
ds000030,sub-50052,,bart,1
ds000030,sub-50052,,rest,1
ds000030,sub-50052,,taskswitch,1
ds000030,sub-50052,,bht,1
ds000030,sub-50052,,stopsignal,1
ds000030,sub-50053,,rest,1
ds000030,sub-50053,,scap,1
ds000030,sub-50053,,stopsignal,1
ds000030,sub-50053,,bart,1
ds000030,sub-50053,,pamret,1
ds000030,sub-50053,,pamenc,1
ds000030,sub-50053,,bht,1
ds000030,sub-50053,,taskswitch,1
ds000030,sub-50054,,bht,1
ds000030,sub-50054,,taskswitch,1
ds000030,sub-50054,,bart,1
ds000030,sub-50054,,rest,1
ds000030,sub-50054,,scap,1
ds000030,sub-50054,,pamret,1
ds000030,sub-50054,,stopsignal,1
ds000030,sub-50054,,pamenc,1
ds000030,sub-50055,,pamret,1
ds000030,sub-50055,,bht,1
ds000030,sub-50055,,scap,1
ds000030,sub-50055,,stopsignal,1
ds000030,sub-50055,,rest,1
ds000030,sub-50055,,bart,1
ds000030,sub-50055,,taskswitch,1
ds000030,sub-50055,,pamenc,1
ds000030,sub-50056,,pamenc,1
ds000030,sub-50056,,scap,1
ds000030,sub-50056,,rest,1
ds000030,sub-50056,,pamret,1
ds000030,sub-50056,,bart,1
ds000030,sub-50056,,taskswitch,1
ds000030,sub-50056,,stopsignal,1
ds000030,sub-50056,,bht,1
ds000030,sub-50058,,taskswitch,1
ds000030,sub-50058,,bht,1
ds000030,sub-50058,,stopsignal,1
ds000030,sub-50058,,scap,1
ds000030,sub-50058,,pamenc,1
ds000030,sub-50058,,rest,1
ds000030,sub-50058,,pamret,1
ds000030,sub-50058,,bart,1
ds000030,sub-50059,,scap,1
ds000030,sub-50059,,taskswitch,1
ds000030,sub-50059,,pamret,1
ds000030,sub-50059,,stopsignal,1
ds000030,sub-50059,,bart,1
ds000030,sub-50059,,rest,1
ds000030,sub-50059,,pamenc,1
ds000030,sub-50059,,bht,1
ds000030,sub-50060,,pamenc,1
ds000030,sub-50060,,taskswitch,1
ds000030,sub-50060,,rest,1
ds000030,sub-50060,,scap,1
ds000030,sub-50060,,stopsignal,1
ds000030,sub-50060,,bart,1
ds000030,sub-50060,,bht,1
ds000030,sub-50060,,pamret,1
ds000030,sub-50061,,stopsignal,1
ds000030,sub-50061,,bart,1
ds000030,sub-50061,,taskswitch,1
ds000030,sub-50061,,scap,1
ds000030,sub-50061,,pamret,1
ds000030,sub-50061,,rest,1
ds000030,sub-50061,,bht,1
ds000030,sub-50061,,pamenc,1
ds000030,sub-50064,,rest,1
ds000030,sub-50064,,taskswitch,1
ds000030,sub-50064,,scap,1
ds000030,sub-50064,,pamret,1
ds000030,sub-50064,,bht,1
ds000030,sub-50064,,pamenc,1
ds000030,sub-50064,,bart,1
ds000030,sub-50064,,stopsignal,1
ds000030,sub-50066,,bart,1
ds000030,sub-50066,,stopsignal,1
ds000030,sub-50066,,rest,1
ds000030,sub-50066,,taskswitch,1
ds000030,sub-50066,,scap,1
ds000030,sub-50066,,pamret,1
ds000030,sub-50066,,bht,1
ds000030,sub-50066,,pamenc,1
ds000030,sub-50067,,scap,1
ds000030,sub-50067,,taskswitch,1
ds000030,sub-50067,,pamenc,1
ds000030,sub-50067,,rest,1
ds000030,sub-50067,,bht,1
ds000030,sub-50067,,bart,1
ds000030,sub-50067,,stopsignal,1
ds000030,sub-50067,,pamret,1
ds000030,sub-50069,,taskswitch,1
ds000030,sub-50069,,bht,1
ds000030,sub-50069,,pamret,1
ds000030,sub-50069,,rest,1
ds000030,sub-50069,,scap,1
ds000030,sub-50069,,pamenc,1
ds000030,sub-50069,,bart,1
ds000030,sub-50069,,stopsignal,1
ds000030,sub-50073,,taskswitch,1
ds000030,sub-50073,,stopsignal,1
ds000030,sub-50073,,pamenc,1
ds000030,sub-50073,,rest,1
ds000030,sub-50073,,pamret,1
ds000030,sub-50073,,bht,1
ds000030,sub-50073,,bart,1
ds000030,sub-50073,,scap,1
ds000030,sub-50075,,stopsignal,1
ds000030,sub-50075,,rest,1
ds000030,sub-50075,,pamenc,1
ds000030,sub-50075,,taskswitch,1
ds000030,sub-50075,,pamret,1
ds000030,sub-50075,,bht,1
ds000030,sub-50075,,bart,1
ds000030,sub-50075,,scap,1
ds000030,sub-50076,,rest,1
ds000030,sub-50076,,stopsignal,1
ds000030,sub-50076,,bht,1
ds000030,sub-50076,,bart,1
ds000030,sub-50076,,scap,1
ds000030,sub-50076,,pamenc,1
ds000030,sub-50076,,taskswitch,1
ds000030,sub-50076,,pamret,1
ds000030,sub-50077,,bart,1
ds000030,sub-50077,,taskswitch,1
ds000030,sub-50077,,rest,1
ds000030,sub-50077,,bht,1
ds000030,sub-50077,,pamret,1
ds000030,sub-50077,,scap,1
ds000030,sub-50077,,stopsignal,1
ds000030,sub-50077,,pamenc,1
ds000030,sub-50080,,bht,1
ds000030,sub-50080,,pamret,1
ds000030,sub-50080,,rest,1
ds000030,sub-50080,,pamenc,1
ds000030,sub-50080,,scap,1
ds000030,sub-50080,,bart,1
ds000030,sub-50080,,stopsignal,1
ds000030,sub-50080,,taskswitch,1
ds000030,sub-50081,,pamenc,1
ds000030,sub-50081,,scap,1
ds000030,sub-50081,,bht,1
ds000030,sub-50081,,rest,1
ds000030,sub-50081,,stopsignal,1
ds000030,sub-50081,,taskswitch,1
ds000030,sub-50081,,pamret,1
ds000030,sub-50081,,bart,1
ds000030,sub-50083,,bht,1
ds000030,sub-50083,,scap,1
ds000030,sub-50083,,pamret,1
ds000030,sub-50083,,rest,1
ds000030,sub-50083,,pamenc,1
ds000030,sub-50083,,bart,1
ds000030,sub-50083,,stopsignal,1
ds000030,sub-50083,,taskswitch,1
ds000030,sub-50085,,pamret,1
ds000030,sub-50085,,rest,1
ds000030,sub-50085,,taskswitch,1
ds000030,sub-50085,,bart,1
ds000030,sub-50085,,stopsignal,1
ds000030,sub-50085,,scap,1
ds000030,sub-50085,,pamenc,1
ds000030,sub-50085,,bht,1
ds000030,sub-60001,,taskswitch,1
ds000030,sub-60001,,bart,1
ds000030,sub-60001,,stopsignal,1
ds000030,sub-60001,,rest,1
ds000030,sub-60001,,scap,1
ds000030,sub-60005,,scap,1
ds000030,sub-60005,,pamret,1
ds000030,sub-60005,,taskswitch,1
ds000030,sub-60005,,bart,1
ds000030,sub-60005,,pamenc,1
ds000030,sub-60005,,rest,1
ds000030,sub-60005,,bht,1
ds000030,sub-60005,,stopsignal,1
ds000030,sub-60006,,stopsignal,1
ds000030,sub-60006,,rest,1
ds000030,sub-60006,,taskswitch,1
ds000030,sub-60006,,bart,1
ds000030,sub-60006,,bht,1
ds000030,sub-60006,,scap,1
ds000030,sub-60008,,scap,1
ds000030,sub-60008,,bart,1
ds000030,sub-60008,,rest,1
ds000030,sub-60008,,bht,1
ds000030,sub-60008,,stopsignal,1
ds000030,sub-60008,,taskswitch,1
ds000030,sub-60010,,bart,1
ds000030,sub-60010,,scap,1
ds000030,sub-60010,,pamenc,1
ds000030,sub-60010,,taskswitch,1
ds000030,sub-60010,,bht,1
ds000030,sub-60010,,stopsignal,1
ds000030,sub-60010,,pamret,1
ds000030,sub-60010,,rest,1
ds000030,sub-60011,,pamenc,1
ds000030,sub-60011,,scap,1
ds000030,sub-60011,,stopsignal,1
ds000030,sub-60011,,taskswitch,1
ds000030,sub-60011,,bht,1
ds000030,sub-60011,,rest,1
ds000030,sub-60011,,pamret,1
ds000030,sub-60011,,bart,1
ds000030,sub-60012,,scap,1
ds000030,sub-60012,,bart,1
ds000030,sub-60012,,rest,1
ds000030,sub-60012,,taskswitch,1
ds000030,sub-60012,,bht,1
ds000030,sub-60012,,pamenc,1
ds000030,sub-60012,,stopsignal,1
ds000030,sub-60012,,pamret,1
ds000030,sub-60014,,rest,1
ds000030,sub-60014,,taskswitch,1
ds000030,sub-60014,,bart,1
ds000030,sub-60014,,scap,1
ds000030,sub-60014,,stopsignal,1
ds000030,sub-60014,,pamret,1
ds000030,sub-60014,,pamenc,1
ds000030,sub-60014,,bht,1
ds000030,sub-60015,,bart,1
ds000030,sub-60015,,bht,1
ds000030,sub-60015,,rest,1
ds000030,sub-60015,,stopsignal,1
ds000030,sub-60015,,taskswitch,1
ds000030,sub-60015,,pamenc,1
ds000030,sub-60015,,scap,1
ds000030,sub-60015,,pamret,1
ds000030,sub-60016,,pamenc,1
ds000030,sub-60016,,taskswitch,1
ds000030,sub-60016,,rest,1
ds000030,sub-60016,,bht,1
ds000030,sub-60016,,pamret,1
ds000030,sub-60016,,scap,1
ds000030,sub-60016,,bart,1
ds000030,sub-60016,,stopsignal,1
ds000030,sub-60017,,pamret,1
ds000030,sub-60017,,bht,1
ds000030,sub-60017,,taskswitch,1
ds000030,sub-60017,,pamenc,1
ds000030,sub-60017,,stopsignal,1
ds000030,sub-60017,,bart,1
ds000030,sub-60017,,rest,1
ds000030,sub-60017,,scap,1
ds000030,sub-60020,,rest,1
ds000030,sub-60020,,bht,1
ds000030,sub-60020,,stopsignal,1
ds000030,sub-60020,,pamenc,1
ds000030,sub-60020,,taskswitch,1
ds000030,sub-60020,,bart,1
ds000030,sub-60020,,scap,1
ds000030,sub-60020,,pamret,1
ds000030,sub-60021,,rest,1
ds000030,sub-60021,,stopsignal,1
ds000030,sub-60021,,bht,1
ds000030,sub-60021,,scap,1
ds000030,sub-60021,,pamret,1
ds000030,sub-60021,,taskswitch,1
ds000030,sub-60021,,bart,1
ds000030,sub-60021,,pamenc,1
ds000030,sub-60022,,bart,1
ds000030,sub-60022,,bht,1
ds000030,sub-60022,,rest,1
ds000030,sub-60022,,pamret,1
ds000030,sub-60022,,pamenc,1
ds000030,sub-60022,,stopsignal,1
ds000030,sub-60022,,taskswitch,1
ds000030,sub-60022,,scap,1
ds000030,sub-60028,,pamenc,1
ds000030,sub-60028,,bht,1
ds000030,sub-60028,,pamret,1
ds000030,sub-60028,,stopsignal,1
ds000030,sub-60028,,rest,1
ds000030,sub-60028,,scap,1
ds000030,sub-60028,,bart,1
ds000030,sub-60028,,taskswitch,1
ds000030,sub-60030,,pamenc,1
ds000030,sub-60030,,bht,1
ds000030,sub-60030,,bart,1
ds000030,sub-60030,,taskswitch,1
ds000030,sub-60030,,rest,1
ds000030,sub-60030,,stopsignal,1
ds000030,sub-60030,,scap,1
ds000030,sub-60033,,pamenc,1
ds000030,sub-60033,,bht,1
ds000030,sub-60033,,bart,1
ds000030,sub-60033,,stopsignal,1
ds000030,sub-60033,,rest,1
ds000030,sub-60033,,taskswitch,1
ds000030,sub-60033,,scap,1
ds000030,sub-60033,,pamret,1
ds000030,sub-60036,,bht,1
ds000030,sub-60036,,rest,1
ds000030,sub-60036,,pamret,1
ds000030,sub-60036,,pamenc,1
ds000030,sub-60036,,scap,1
ds000030,sub-60036,,taskswitch,1
ds000030,sub-60036,,bart,1
ds000030,sub-60036,,stopsignal,1
ds000030,sub-60037,,taskswitch,1
ds000030,sub-60037,,stopsignal,1
ds000030,sub-60037,,bht,1
ds000030,sub-60037,,scap,1
ds000030,sub-60037,,pamret,1
ds000030,sub-60037,,bart,1
ds000030,sub-60037,,rest,1
ds000030,sub-60037,,pamenc,1
ds000030,sub-60038,,pamret,1
ds000030,sub-60038,,scap,1
ds000030,sub-60038,,rest,1
ds000030,sub-60038,,taskswitch,1
ds000030,sub-60038,,bht,1
ds000030,sub-60038,,pamenc,1
ds000030,sub-60038,,stopsignal,1
ds000030,sub-60038,,bart,1
ds000030,sub-60042,,taskswitch,1
ds000030,sub-60042,,bht,1
ds000030,sub-60042,,pamenc,1
ds000030,sub-60042,,scap,1
ds000030,sub-60042,,rest,1
ds000030,sub-60042,,pamret,1
ds000030,sub-60042,,stopsignal,1
ds000030,sub-60042,,bart,1
ds000030,sub-60043,,pamret,1
ds000030,sub-60043,,pamenc,1
ds000030,sub-60043,,rest,1
ds000030,sub-60043,,stopsignal,1
ds000030,sub-60043,,taskswitch,1
ds000030,sub-60043,,bht,1
ds000030,sub-60043,,bart,1
ds000030,sub-60043,,scap,1
ds000030,sub-60045,,rest,1
ds000030,sub-60045,,bht,1
ds000030,sub-60045,,pamenc,1
ds000030,sub-60045,,scap,1
ds000030,sub-60045,,stopsignal,1
ds000030,sub-60045,,bart,1
ds000030,sub-60045,,pamret,1
ds000030,sub-60045,,taskswitch,1
ds000030,sub-60046,,pamenc,1
ds000030,sub-60046,,rest,1
ds000030,sub-60046,,pamret,1
ds000030,sub-60046,,bht,1
ds000030,sub-60046,,bart,1
ds000030,sub-60046,,stopsignal,1
ds000030,sub-60046,,taskswitch,1
ds000030,sub-60046,,scap,1
ds000030,sub-60048,,bart,1
ds000030,sub-60048,,bht,1
ds000030,sub-60048,,pamenc,1
ds000030,sub-60048,,scap,1
ds000030,sub-60048,,taskswitch,1
ds000030,sub-60048,,rest,1
ds000030,sub-60048,,pamret,1
ds000030,sub-60048,,stopsignal,1
ds000030,sub-60049,,stopsignal,1
ds000030,sub-60049,,rest,1
ds000030,sub-60049,,scap,1
ds000030,sub-60049,,taskswitch,1
ds000030,sub-60049,,bht,1
ds000030,sub-60049,,pamenc,1
ds000030,sub-60049,,bart,1
ds000030,sub-60049,,pamret,1
ds000030,sub-60051,,scap,1
ds000030,sub-60051,,pamenc,1
ds000030,sub-60051,,pamret,1
ds000030,sub-60051,,bart,1
ds000030,sub-60051,,stopsignal,1
ds000030,sub-60051,,rest,1
ds000030,sub-60051,,bht,1
ds000030,sub-60051,,taskswitch,1
ds000030,sub-60052,,scap,1
ds000030,sub-60052,,pamenc,1
ds000030,sub-60052,,bht,1
ds000030,sub-60052,,stopsignal,1
ds000030,sub-60052,,taskswitch,1
ds000030,sub-60052,,rest,1
ds000030,sub-60052,,pamret,1
ds000030,sub-60053,,bht,1
ds000030,sub-60053,,bart,1
ds000030,sub-60053,,stopsignal,1
ds000030,sub-60053,,rest,1
ds000030,sub-60053,,scap,1
ds000030,sub-60053,,taskswitch,1
ds000030,sub-60053,,pamret,1
ds000030,sub-60053,,pamenc,1
ds000030,sub-60055,,rest,1
ds000030,sub-60055,,bart,1
ds000030,sub-60055,,pamenc,1
ds000030,sub-60055,,stopsignal,1
ds000030,sub-60055,,bht,1
ds000030,sub-60055,,scap,1
ds000030,sub-60055,,taskswitch,1
ds000030,sub-60055,,pamret,1
ds000030,sub-60056,,bht,1
ds000030,sub-60056,,taskswitch,1
ds000030,sub-60056,,bart,1
ds000030,sub-60056,,pamenc,1
ds000030,sub-60056,,pamret,1
ds000030,sub-60056,,rest,1
ds000030,sub-60056,,scap,1
ds000030,sub-60056,,stopsignal,1
ds000030,sub-60057,,bht,1
ds000030,sub-60057,,scap,1
ds000030,sub-60057,,bart,1
ds000030,sub-60057,,rest,1
ds000030,sub-60057,,pamenc,1
ds000030,sub-60057,,stopsignal,1
ds000030,sub-60057,,taskswitch,1
ds000030,sub-60057,,pamret,1
ds000030,sub-60060,,bht,1
ds000030,sub-60060,,taskswitch,1
ds000030,sub-60060,,bart,1
ds000030,sub-60060,,pamret,1
ds000030,sub-60060,,stopsignal,1
ds000030,sub-60060,,rest,1
ds000030,sub-60060,,scap,1
ds000030,sub-60060,,pamenc,1
ds000030,sub-60062,,bart,1
ds000030,sub-60062,,rest,1
ds000030,sub-60062,,bht,1
ds000030,sub-60062,,scap,1
ds000030,sub-60062,,pamenc,1
ds000030,sub-60062,,stopsignal,1
ds000030,sub-60062,,taskswitch,1
ds000030,sub-60062,,pamret,1
ds000030,sub-60065,,rest,1
ds000030,sub-60065,,pamret,1
ds000030,sub-60065,,pamenc,1
ds000030,sub-60065,,bart,1
ds000030,sub-60065,,stopsignal,1
ds000030,sub-60065,,taskswitch,1
ds000030,sub-60065,,scap,1
ds000030,sub-60065,,bht,1
ds000030,sub-60066,,scap,1
ds000030,sub-60066,,stopsignal,1
ds000030,sub-60066,,bart,1
ds000030,sub-60066,,rest,1
ds000030,sub-60066,,pamret,1
ds000030,sub-60066,,taskswitch,1
ds000030,sub-60066,,pamenc,1
ds000030,sub-60066,,bht,1
ds000030,sub-60068,,pamenc,1
ds000030,sub-60068,,taskswitch,1
ds000030,sub-60068,,rest,1
ds000030,sub-60068,,bart,1
ds000030,sub-60068,,stopsignal,1
ds000030,sub-60068,,bht,1
ds000030,sub-60068,,scap,1
ds000030,sub-60068,,pamret,1
ds000030,sub-60070,,stopsignal,1
ds000030,sub-60070,,scap,1
ds000030,sub-60070,,bart,1
ds000030,sub-60070,,bht,1
ds000030,sub-60070,,pamenc,1
ds000030,sub-60070,,rest,1
ds000030,sub-60070,,taskswitch,1
ds000030,sub-60070,,pamret,1
ds000030,sub-60072,,rest,1
ds000030,sub-60072,,pamenc,1
ds000030,sub-60072,,scap,1
ds000030,sub-60072,,pamret,1
ds000030,sub-60072,,stopsignal,1
ds000030,sub-60072,,bht,1
ds000030,sub-60072,,taskswitch,1
ds000030,sub-60072,,bart,1
ds000030,sub-60073,,taskswitch,1
ds000030,sub-60073,,pamret,1
ds000030,sub-60073,,bht,1
ds000030,sub-60073,,rest,1
ds000030,sub-60073,,scap,1
ds000030,sub-60073,,pamenc,1
ds000030,sub-60073,,bart,1
ds000030,sub-60073,,stopsignal,1
ds000030,sub-60074,,pamret,1
ds000030,sub-60074,,rest,1
ds000030,sub-60074,,bht,1
ds000030,sub-60074,,bart,1
ds000030,sub-60074,,stopsignal,1
ds000030,sub-60074,,scap,1
ds000030,sub-60074,,taskswitch,1
ds000030,sub-60074,,pamenc,1
ds000030,sub-60076,,stopsignal,1
ds000030,sub-60076,,rest,1
ds000030,sub-60076,,bht,1
ds000030,sub-60076,,taskswitch,1
ds000030,sub-60076,,scap,1
ds000030,sub-60076,,pamret,1
ds000030,sub-60076,,bart,1
ds000030,sub-60076,,pamenc,1
ds000030,sub-60077,,stopsignal,1
ds000030,sub-60077,,rest,1
ds000030,sub-60077,,taskswitch,1
ds000030,sub-60077,,bht,1
ds000030,sub-60077,,bart,1
ds000030,sub-60077,,scap,1
ds000030,sub-60077,,pamenc,1
ds000030,sub-60077,,pamret,1
ds000030,sub-60078,,bart,1
ds000030,sub-60078,,bht,1
ds000030,sub-60078,,taskswitch,1
ds000030,sub-60078,,stopsignal,1
ds000030,sub-60078,,pamret,1
ds000030,sub-60078,,scap,1
ds000030,sub-60078,,pamenc,1
ds000030,sub-60078,,rest,1
ds000030,sub-60079,,bht,1
ds000030,sub-60079,,stopsignal,1
ds000030,sub-60079,,rest,1
ds000030,sub-60079,,bart,1
ds000030,sub-60079,,pamret,1
ds000030,sub-60079,,scap,1
ds000030,sub-60079,,pamenc,1
ds000030,sub-60079,,taskswitch,1
ds000030,sub-60080,,pamenc,1
ds000030,sub-60080,,pamret,1
ds000030,sub-60080,,bht,1
ds000030,sub-60080,,bart,1
ds000030,sub-60080,,rest,1
ds000030,sub-60080,,taskswitch,1
ds000030,sub-60080,,scap,1
ds000030,sub-60080,,stopsignal,1
ds000030,sub-60084,,taskswitch,1
ds000030,sub-60084,,scap,1
ds000030,sub-60084,,pamret,1
ds000030,sub-60084,,stopsignal,1
ds000030,sub-60084,,bht,1
ds000030,sub-60084,,rest,1
ds000030,sub-60084,,pamenc,1
ds000030,sub-60084,,bart,1
ds000030,sub-60087,,pamret,1
ds000030,sub-60087,,scap,1
ds000030,sub-60087,,pamenc,1
ds000030,sub-60087,,taskswitch,1
ds000030,sub-60087,,bht,1
ds000030,sub-60087,,stopsignal,1
ds000030,sub-60087,,rest,1
ds000030,sub-60087,,bart,1
ds000030,sub-60089,,bart,1
ds000030,sub-60089,,stopsignal,1
ds000030,sub-60089,,pamret,1
ds000030,sub-60089,,rest,1
ds000030,sub-60089,,scap,1
ds000030,sub-60089,,pamenc,1
ds000030,sub-60089,,taskswitch,1
ds000030,sub-60089,,bht,1
ds000030,sub-70001,,taskswitch,1
ds000030,sub-70001,,rest,1
ds000030,sub-70001,,scap,1
ds000030,sub-70001,,stopsignal,1
ds000030,sub-70001,,bart,1
ds000030,sub-70002,,bart,1
ds000030,sub-70004,,bht,1
ds000030,sub-70004,,scap,1
ds000030,sub-70004,,taskswitch,1
ds000030,sub-70004,,stopsignal,1
ds000030,sub-70004,,bart,1
ds000030,sub-70004,,rest,1
ds000030,sub-70007,,taskswitch,1
ds000030,sub-70007,,bart,1
ds000030,sub-70007,,stopsignal,1
ds000030,sub-70007,,rest,1
ds000030,sub-70007,,bht,1
ds000030,sub-70007,,scap,1
ds000030,sub-70010,,bart,1
ds000030,sub-70010,,bht,1
ds000030,sub-70010,,taskswitch,1
ds000030,sub-70010,,rest,1
ds000030,sub-70010,,scap,1
ds000030,sub-70015,,pamret,1
ds000030,sub-70015,,taskswitch,1
ds000030,sub-70015,,scap,1
ds000030,sub-70015,,bart,1
ds000030,sub-70015,,rest,1
ds000030,sub-70015,,pamenc,1
ds000030,sub-70015,,bht,1
ds000030,sub-70015,,stopsignal,1
ds000030,sub-70017,,bart,1
ds000030,sub-70017,,bht,1
ds000030,sub-70017,,pamret,1
ds000030,sub-70017,,scap,1
ds000030,sub-70017,,taskswitch,1
ds000030,sub-70017,,stopsignal,1
ds000030,sub-70017,,pamenc,1
ds000030,sub-70017,,rest,1
ds000030,sub-70020,,pamenc,1
ds000030,sub-70020,,taskswitch,1
ds000030,sub-70020,,pamret,1
ds000030,sub-70020,,bht,1
ds000030,sub-70020,,bart,1
ds000030,sub-70020,,stopsignal,1
ds000030,sub-70020,,rest,1
ds000030,sub-70020,,scap,1
ds000030,sub-70021,,bart,1
ds000030,sub-70021,,pamret,1
ds000030,sub-70021,,stopsignal,1
ds000030,sub-70021,,scap,1
ds000030,sub-70021,,rest,1
ds000030,sub-70021,,bht,1
ds000030,sub-70021,,taskswitch,1
ds000030,sub-70021,,pamenc,1
ds000030,sub-70022,,scap,1
ds000030,sub-70022,,bart,1
ds000030,sub-70022,,pamret,1
ds000030,sub-70022,,rest,1
ds000030,sub-70022,,bht,1
ds000030,sub-70022,,stopsignal,1
ds000030,sub-70022,,pamenc,1
ds000030,sub-70022,,taskswitch,1
ds000030,sub-70026,,bht,1
ds000030,sub-70026,,scap,1
ds000030,sub-70026,,stopsignal,1
ds000030,sub-70026,,pamenc,1
ds000030,sub-70026,,bart,1
ds000030,sub-70026,,taskswitch,1
ds000030,sub-70026,,pamret,1
ds000030,sub-70026,,rest,1
ds000030,sub-70029,,pamenc,1
ds000030,sub-70029,,scap,1
ds000030,sub-70029,,bht,1
ds000030,sub-70029,,pamret,1
ds000030,sub-70029,,rest,1
ds000030,sub-70029,,taskswitch,1
ds000030,sub-70029,,bart,1
ds000030,sub-70029,,stopsignal,1
ds000030,sub-70033,,scap,1
ds000030,sub-70033,,rest,1
ds000030,sub-70033,,stopsignal,1
ds000030,sub-70033,,bart,1
ds000030,sub-70033,,pamret,1
ds000030,sub-70033,,pamenc,1
ds000030,sub-70033,,bht,1
ds000030,sub-70033,,taskswitch,1
ds000030,sub-70034,,rest,1
ds000030,sub-70034,,scap,1
ds000030,sub-70034,,pamenc,1
ds000030,sub-70034,,stopsignal,1
ds000030,sub-70034,,bart,1
ds000030,sub-70034,,pamret,1
ds000030,sub-70034,,taskswitch,1
ds000030,sub-70034,,bht,1
ds000030,sub-70035,,stopsignal,1
ds000030,sub-70035,,taskswitch,1
ds000030,sub-70035,,scap,1
ds000030,sub-70035,,rest,1
ds000030,sub-70035,,bht,1
ds000030,sub-70035,,bart,1
ds000030,sub-70036,,bht,1
ds000030,sub-70036,,stopsignal,1
ds000030,sub-70036,,rest,1
ds000030,sub-70036,,scap,1
ds000030,sub-70036,,taskswitch,1
ds000030,sub-70037,,pamenc,1
ds000030,sub-70037,,rest,1
ds000030,sub-70037,,taskswitch,1
ds000030,sub-70037,,pamret,1
ds000030,sub-70037,,stopsignal,1
ds000030,sub-70037,,scap,1
ds000030,sub-70037,,bart,1
ds000030,sub-70037,,bht,1
ds000030,sub-70040,,taskswitch,1
ds000030,sub-70040,,bart,1
ds000030,sub-70040,,stopsignal,1
ds000030,sub-70040,,scap,1
ds000030,sub-70040,,rest,1
ds000030,sub-70040,,pamenc,1
ds000030,sub-70040,,pamret,1
ds000030,sub-70040,,bht,1
ds000030,sub-70046,,taskswitch,1
ds000030,sub-70046,,bart,1
ds000030,sub-70046,,rest,1
ds000030,sub-70046,,pamenc,1
